col1 = Filename
col2 = Percent correct ID
col3 = Number (out of 20) heard as iy
col4 = Number (out of 20) heard as ih
col5 = Number (out of 20) heard as ei
col6 = Number (out of 20) heard as eh
col7 = Number (out of 20) heard as ae
col8 = Number (out of 20) heard as ah
col9 = Number (out of 20) heard as aw
col10= Number (out of 20) heard as oa
col11= Number (out of 20) heard as oo
col12= Number (out of 20) heard as uw
col13= Number (out of 20) heard as uh
col14= Number (out of 20) heard as er
col15= Signal heard predominately as this vowel

Note: An asterisk to the far right means that the majority vote was
      for a vowel other than that intended by the talker.

Filename    %ID   iy  ih  ei  eh  ae  ah  aw  oa  oo  uw  uh  er Vote
b26uh.w     95.0   0   0   0   0   0   0   1   0   0   0  19   0  uh
b26uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b27ae.w     80.0   0   0   0   4  16   0   0   0   0   0   0   0  ae
b27ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b27aw.w     80.0   0   0   1   0   0   3  16   0   0   0   0   0  aw
b27eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b27ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b27er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b27ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b27iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b27oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b27oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b27uh.w     95.0   0   0   0   0   0   1   0   0   0   0  19   0  uh
b27uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b28ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b28ah.w     75.0   0   0   0   0   0  15   5   0   0   0   0   0  ah
b28aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
b28eh.w     95.0   0   1   0  19   0   0   0   0   0   0   0   0  eh
b28ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b28er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b28ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b28iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b28oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b28oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b28uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b28uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b29ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b29ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b29aw.w     45.0   0   0   0   0   0  11   9   0   0   0   0   0  ah *
b29eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b29ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b29er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b29ih.w     90.0   0  18   0   2   0   0   0   0   0   0   0   0  ih
b29iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b29oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b29oo.w     90.0   0   0   0   0   0   0   0   0  18   0   2   0  oo
b29uh.w     95.0   0   0   0   0   0   0   0   0   1   0  19   0  uh
b29uw.w     90.0   0   0   0   0   0   0   0   0   2  18   0   0  uw
g01ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g01ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g01aw.w     80.0   0   0   0   0   0   4  16   0   0   0   0   0  aw
g01eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g01ei.w     90.0   2   0  18   0   0   0   0   0   0   0   0   0  ei
g01er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g01ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g01iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g01oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g01oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g01uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
g01uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g02ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g02ah.w     95.0   0   0   0   0   1  19   0   0   0   0   0   0  ah
g02aw.w     55.0   0   0   0   0   0   7  11   0   1   0   1   0  aw
g02eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g02ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g02er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g02ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
g02iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g02oa.w     95.0   0   0   0   1   0   0   0  19   0   0   0   0  oa
g02oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
g02uh.w     90.0   0   0   0   0   0   2   0   0   0   0  18   0  uh
g02uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g04ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g04ah.w     95.0   0   0   0   0   0  19   0   1   0   0   0   0  ah
g04aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
g04eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g04ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g04er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g04ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g04iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g04oa.w     95.0   0   0   0   0   0   0   0  19   0   1   0   0  oa
g04oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g04uh.w     90.0   0   0   0   0   0   0   0   0   2   0  18   0  uh
g04uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
g05ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g05ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g05aw.w     60.0   0   0   0   0   0   8  12   0   0   0   0   0  aw
g05eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
g05ei.w     95.0   0   0  19   0   1   0   0   0   0   0   0   0  ei
g05er.w     70.0   0   0   1   0   0   0   0   0   3   0   2  14  er
g05ih.w     90.0   0  18   0   2   0   0   0   0   0   0   0   0  ih
g05iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g05oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g05oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g05uh.w     55.0   0   0   0   0   0   7   2   0   0   0  11   0  uh
g05uw.w     75.0   0   0   0   0   0   0   0   0   5  15   0   0  uw
g06ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g06ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g06aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
g06eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g06ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g06er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g06ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g06iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g06oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g06oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g06uh.w     90.0   0   0   0   0   0   2   0   0   0   0  18   0  uh
g06uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g07ae.w     85.0   0   0   0   3  17   0   0   0   0   0   0   0  ae
g07ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
g07aw.w     40.0   0   0   0   0   0  11   8   0   0   0   1   0  ah *
g07eh.w     80.0   0   4   0  16   0   0   0   0   0   0   0   0  eh
g07ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g07er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g07ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
g07iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g07oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g07oo.w     95.0   0   0   0   0   0   0   0   0  19   0   0   1  oo
g07uh.w     90.0   0   0   0   0   0   0   0   0   2   0  18   0  uh
g07uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g08ae.w     85.0   0   0   0   3  17   0   0   0   0   0   0   0  ae
g08ah.w     90.0   0   0   0   0   2  18   0   0   0   0   0   0  ah
g08aw.w     80.0   0   0   0   0   0   2  16   0   0   0   1   1  aw
g08eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g08ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g08er.w     95.0   0   0   0   0   0   0   0   0   0   0   1  19  er
g08ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g08iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g08oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g08oo.w     85.0   0   0   0   0   0   1   0   0  17   0   1   1  oo
g08uh.w     70.0   0   0   0   0   0   1   4   0   1   0  14   0  uh
g08uw.w     95.0   0   0   0   0   0   0   0   1   0  19   0   0  uw
g09ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g09ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g09aw.w     80.0   0   0   0   0   0   4  16   0   0   0   0   0  aw
g09eh.w     85.0   0   0   0  17   3   0   0   0   0   0   0   0  eh
g09ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g09er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g09ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g09iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g09oa.w     75.0   0   0   0   0   0   0   0  15   2   3   0   0  oa
g09oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g09uh.w     90.0   0   0   0   0   0   0   0   0   2   0  18   0  uh
g09uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g10ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g10ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g10aw.w     85.0   0   0   0   0   0   3  17   0   0   0   0   0  aw
g10eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
g10ei.w     90.0   0   0  18   1   0   0   1   0   0   0   0   0  ei
g10er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g10ih.w     90.0   0  18   0   2   0   0   0   0   0   0   0   0  ih
g10iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g10oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g10oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g10uh.w     95.0   0   0   0   0   0   0   1   0   0   0  19   0  uh
g10uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g11ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g11ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
g11aw.w     45.0   0   0   0   0   1  10   9   0   0   0   0   0  ah *
g11eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g11ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g11er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g11ih.w     90.0   0  18   1   1   0   0   0   0   0   0   0   0  ih
g11iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g11oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g11oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g11uh.w     95.0   1   0   0   0   0   0   0   0   0   0  19   0  uh
g11uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
g12ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g12ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g12aw.w     80.0   0   0   0   0   0   4  16   0   0   0   0   0  aw
g12eh.w    100.0   0   0   0  19   0   0   0   0   0   0   0   0  eh
g12ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g12er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g12ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g12iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g12oa.w     80.0   0   0   0   0   0   0   0  16   3   0   0   1  oa
g12oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g12uh.w     95.0   0   0   0   0   0   0   0   0   1   0  19   0  uh
g12uw.w     80.0   0   0   0   0   0   0   0   1   3  16   0   0  uw
g13ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g13ah.w     90.0   0   0   0   0   0  18   0   0   0   0   2   0  ah
g13aw.w     95.0   0   0   0   0   0   0  19   0   0   0   1   0  aw
g13eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g13ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g13er.w     95.0   0   0   0   0   0   0   0   0   1   0   0  19  er
g13ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g13iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g13oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g13oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g13uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
g13uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g14ae.w     90.0   0   0   0   2  18   0   0   0   0   0   0   0  ae
g14ah.w     50.0   0   0   0   0   0  10   9   0   0   0   1   0  ah
g14aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
g14eh.w     35.0   0  13   0   7   0   0   0   0   0   0   0   0  ih *
g14ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g14er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g14ih.w     90.0   0  18   0   1   0   0   0   0   0   1   0   0  ih
g14iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g14oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g14oo.w     45.0   0   0   0   0   0   0   0   0   9  11   0   0  uw *
g14uh.w     85.0   0   0   0   0   0   0   0   0   3   0  17   0  uh
g14uw.w     85.0   0   0   0   0   0   0   0   1   2  17   0   0  uw
g15ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g15ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g15aw.w     90.0   0   0   0   0   0   2  18   0   0   0   0   0  aw
g15eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g15ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g15er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g15ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g15iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g15oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g15oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
g15uh.w     90.0   0   0   0   0   0   1   0   0   1   0  18   0  uh
g15uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
g17ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
g17ah.w     90.0   0   0   0   0   0  18   1   0   0   0   1   0  ah
g17aw.w     95.0   0   0   0   0   0   0  19   0   0   0   1   0  aw
g17eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
g17ei.w     85.0   0   3  17   0   0   0   0   0   0   0   0   0  ei
g17er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g17ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g17iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g17oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g17oo.w     90.0   0   0   0   0   0   0   0   0  18   1   1   0  oo
g17uh.w     95.0   0   0   0   0   1   0   0   0   0   0  19   0  uh
g17uw.w     75.0   0   4   0   0   0   0   0   0   1  15   0   0  uw
g18ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g18ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
g18aw.w     75.0   0   0   0   0   0   5  15   0   0   0   0   0  aw
g18eh.w     70.0   0   0   0  14   6   0   0   0   0   0   0   0  eh
g18ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g18er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g18ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
g18iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g18oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g18oo.w     85.0   0   0   0   0   0   0   0   0  17   0   3   0  oo
g18uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
g18uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
g19ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g19ah.w     75.0   0   0   0   0   4  15   0   0   1   0   0   0  ah
g19aw.w     65.0   0   0   0   1   0   6  13   0   0   0   0   0  aw
g19eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g19ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g19er.w     95.0   0   0   0   1   0   0   0   0   0   0   0  19  er
g19ih.w     85.0   0  17   0   3   0   0   0   0   0   0   0   0  ih
g19iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g19oa.w     95.0   0   0   0   0   0   0   0  19   0   0   0   1  oa
g19oo.w     75.0   0   0   0   0   0   0   0   0  15   0   5   0  oo
g19uh.w     85.0   0   0   0   0   0   3   0   0   0   0  17   0  uh
g19uw.w     90.0   0   0   0   0   0   0   0   0   2  18   0   0  uw
g20ae.w     95.0   0   0   0   0  19   0   1   0   0   0   0   0  ae
g20ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
g20aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
g20eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
g20ei.w     95.0   0   0  19   1   0   0   0   0   0   0   0   0  ei
g20er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g20ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g20iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g20oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g20oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g20uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
g20uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
g21ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
g21ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
g21aw.w     30.0   0   0   0   0   0   8   6   0   0   0   6   0  ah *
g21eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
g21ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
g21er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
g21ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
g21iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
g21oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
g21oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
g21uh.w     90.0   0   0   0   0   0   0   0   0   2   0  18   0  uh
g21uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
